Reading traces...
Reading specs frequency...
Reading locations...
Counting events...
Total 17722208 events and 9900 traces
Inspecting top 200 IMM
Finding hot methods...
Number of events, method name
	Collection_UnsafeIterator (388 traces / 14 unique traces) (2528002 events / 50218 unique events) (2022131 events / 40101 unique events in hot method)
	Iterator_RemoveOnce (151 traces / 3 unique traces) (404 events / 108 unique events) (253 events / 105 unique events in hot method)
Classifier (fi.solita.utils.functional.Iterables$ConcatenatingIterable$1.hasNext:357): LIB,ISOLATED_MULTIPLE_UNIQUE,NOT_ISOLATED_MULTIPLE_UNIQUE

#3
Inspecting hot method fi.solita.utils.functional.Iterables$ConcatenatingIterable$1.next:365...
Checking for isolation...
2021681,1336,398,938
Total 2021681 (530174 unique) events are in hot method
Total 1336 (37 unique) traces are in hot method
Total 398 (5 unique) isolated traces are in hot method
Total 938 (32 unique) non-isolated traces that have events in hot method
Total 505427 (5011 unique) events are in isolated traces
Total 6572026 (1615617 unique) events are in non-isolated traces (1516254 / 525163 unique are in hot method)
Specs that have isolated traces:
	Iterator_RemoveOnce (398 traces / 5 unique traces) (505427 events / 5011 unique events)
Specs that have non-isolated traces:
	Iterator_HasNext (553 traces / 21 unique traces) (4044116 events / 1565491 unique events) (1010854 events / 515143 unique events in hot method)
	Collection_UnsafeIterator (385 traces / 11 unique traces) (2527910 events / 50126 unique events) (505400 events / 10020 unique events in hot method)
Classifier (fi.solita.utils.functional.Iterables$ConcatenatingIterable$1.next:365): CUT,ISOLATED_MULTIPLE_UNIQUE,NOT_ISOLATED_MULTIPLE_UNIQUE

#4
Inspecting hot method fi.solita.utils.functional.Collections.newSet:948...
Checking for isolation...
2020412,6,3,3
Total 2020412 (2020412 unique) events are in hot method
Total 6 (6 unique) traces are in hot method
Total 3 (3 unique) isolated traces are in hot method
Total 3 (3 unique) non-isolated traces that have events in hot method
Total 505105 (505105 unique) events are in isolated traces
Total 2020430 (2020430 unique) events are in non-isolated traces (1515307 / 1515307 unique are in hot method)
Specs that have isolated traces:
	Iterator_RemoveOnce (2 traces / 2 unique traces) (505102 events / 505102 unique events)
	Iterator_HasNext (1 traces / 1 unique traces) (3 events / 3 unique events)
Specs that have non-isolated traces:
	Collection_UnsafeIterator (1 traces / 1 unique traces) (4 events / 4 unique events) (3 events / 3 unique events in hot method)
	Iterator_HasNext (1 traces / 1 unique traces) (1515304 events / 1515304 unique events) (1010203 events / 1010203 unique events in hot method)
	Set_ItselfAsElement (1 traces / 1 unique traces) (505122 events / 505122 unique events) (505101 events / 505101 unique events in hot method)
Classifier (fi.solita.utils.functional.Collections.newSet:948): CUT,NOT_REDUNDANT_TRACES

#5
Inspecting hot method fi.solita.utils.functional.Iterables$TransformingIterable$1.next:552...
Checking for isolation...
